question,source_type,has_numeric,has_category,has_datetime,has_text,intent,answer_depth,operation,best_chart,chart_required,needs_numeric,needs_category,needs_datetime,needs_text
List all columns,csv,true,true,true,false,schema_question,direct_answer,list_columns,table,false,false,false,false,false
Find outliers in sensor value,parquet,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
Compare sales by sales person,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Are there outliers in discount?,csv,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
What is the maximum salary?,excel,true,true,true,false,aggregation,direct_answer,max,kpi_card,false,true,false,false,false
Top 10 zones by speed,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What caused the spike in review score?,json,true,true,true,true,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Show top hospitals by age,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
How many rows are there?,csv,true,true,true,false,schema_question,direct_answer,count_rows,kpi_card,false,false,false,false,false
Top 10 countrys by profit,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Break down treatment cost by diagnosis,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Why did orders decrease?,csv,true,true,true,false,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Show review score by customer,json,true,true,true,true,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Are there outliers in latency?,json,true,true,true,true,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
Which sensor type performed best?,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare latency by user type,json,true,true,true,true,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Break down pressure by device,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show yearly revenue trend,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Compare sentiment score by product,json,true,true,true,true,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Rank channels by total conversion rate,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Find key insights,csv,true,true,true,false,summary_analysis,deep_analysis,full_dataset_analysis,multi_chart_dashboard,true,true,true,true,false
Which customer performed best?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Are there missing values?,csv,true,true,true,false,data_quality,data_quality_answer,null_check,table,false,false,false,false,false
Show speed trend over time,parquet,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Which department performed best?,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Top 10 user types by response time,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show top diagnosiss by age,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the highest profit value?,csv,true,true,true,false,aggregation,direct_answer,max,kpi_card,false,true,false,false,false
Break down request count by endpoint,json,true,true,true,true,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Compare clicks by region,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Which account performed best?,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare sales by country,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show histogram of response time,json,true,true,true,true,distribution,visual_answer,distribution,histogram,true,true,false,false,false
What is the lowest cart value value?,csv,true,true,true,false,aggregation,direct_answer,min,kpi_card,false,true,false,false,false
Show correlation between revenue and cart value,csv,true,true,true,false,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
What is the minimum revenue?,csv,true,true,true,false,aggregation,direct_answer,min,kpi_card,false,true,false,false,false
Top 10 products by amount,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show histogram of speed,parquet,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Check duplicates,json,true,true,true,true,data_quality,data_quality_answer,duplicate_check,table,false,false,false,false,false
Compare profit by region,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
How has spend changed over time?,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Top 10 regions by loss,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Rank classs by total attendance,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Find duplicate rows,parquet,true,true,true,false,data_quality,data_quality_answer,duplicate_check,table,false,false,false,false,false
Rank categorys by total balance,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Group response time by service,json,true,true,true,true,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show yearly temperature trend,parquet,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Show top countrys by revenue,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show histogram of sensor value,parquet,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Break down length of stay by hospital,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show top categorys by balance,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare orders by channel,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
How much income do we have?,parquet,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Break down clicks by campaign,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Compare score by teacher,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Top 10 accounts by loss,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Rank campaigns by total spend,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which machine has the highest humidity?,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Break down expense by vendor,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show top customers by profit,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Calculate total age,csv,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Give me complete business insights,excel,true,true,true,false,summary_analysis,deep_analysis,full_dataset_analysis,multi_chart_dashboard,true,true,true,true,false
What is the lowest profit value?,parquet,true,true,true,false,aggregation,direct_answer,min,kpi_card,false,true,false,false,false
Check if this data is clean,csv,true,true,true,false,data_quality,data_quality_answer,data_quality_summary,table,false,false,false,false,false
Which region performed best?,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the average attendance?,csv,true,true,true,false,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
Calculate total impressions,csv,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Show pressure by date,parquet,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Group length of stay by gender,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show range of profit values,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Compare attrition rate across genders,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Why did sales drop?,csv,true,true,true,false,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Break down discount by customer,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Rank devices by total temperature,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Group pass rate by student,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Forecast future performance score,excel,true,true,true,false,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
Plot pressure by month,parquet,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Calculate average patient count,csv,true,true,true,false,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
Which department performed best?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Break down length of stay by doctor,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Which customer has the highest sentiment score?,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Break down latency by endpoint,json,true,true,true,true,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Detect unusual salary values,excel,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
Show top channels by spend,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which zone has the highest pressure?,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which product has the highest amount?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Find missing data,csv,true,true,true,false,data_quality,data_quality_answer,null_check,table,false,false,false,false,false
Top 10 teachers by pass rate,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Find outliers in attrition rate,excel,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
Show impressions by ad group,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Detect unusual attrition rate values,excel,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
Show pressure by sensor type,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Forecast grade for next quarter,csv,true,true,true,false,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
Compare patient count by department,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show temperature by location,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Group expense by category,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show top regions by profit,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which gender has the highest salary?,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Plot attendance by month,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Show top endpoints by error count,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the highest expense value?,parquet,true,true,true,false,aggregation,direct_answer,max,kpi_card,false,true,false,false,false
Compare patient count across genders,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Break down amount by region,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Find reason for request count increase,json,true,true,true,true,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Compare speed across zones,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show revenue by audience,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Compare patient count by hospital,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Break down loss by department,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Forecast age for next quarter,csv,true,true,true,false,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
Show age by date,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
How has patient count changed over time?,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Which endpoint has the highest error count?,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which ad group has the highest revenue?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show histogram of latency,json,true,true,true,true,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Which sensor type performed best?,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Is there a relationship between request count and latency?,json,true,true,true,true,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
Why did humidity drop?,parquet,true,true,true,false,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Show profit by customer,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Are there outliers in rating?,json,true,true,true,true,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
Find reason for income increase,parquet,true,true,true,false,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Which channel performed best?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which manager has the highest salary?,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare cart value by country,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show total loss,parquet,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Show top audiences by spend,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show top channels by quantity,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What columns are available?,csv,true,true,true,false,schema_question,direct_answer,list_columns,table,false,false,false,false,false
Are there outliers in cart value?,csv,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
Compare sentiment score across customers,json,true,true,true,true,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Which product performed best?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Rank vendors by total balance,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Are there outliers in grade?,csv,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
What is the highest discount value?,csv,true,true,true,false,aggregation,direct_answer,max,kpi_card,false,true,false,false,false
Rank sensor types by total sensor value,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Rank services by total error count,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare pass rate across students,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
What is the overall expense?,parquet,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
What is the minimum discount?,csv,true,true,true,false,aggregation,direct_answer,min,kpi_card,false,true,false,false,false
Show spread of request count,json,true,true,true,true,distribution,visual_answer,distribution,histogram,true,true,false,false,false
List all columns,excel,true,true,true,false,schema_question,direct_answer,list_columns,table,false,false,false,false,false
Compare revenue across customers,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
What is the maximum quantity?,csv,true,true,true,false,aggregation,direct_answer,max,kpi_card,false,true,false,false,false
What is the minimum age?,csv,true,true,true,false,aggregation,direct_answer,min,kpi_card,false,true,false,false,false
Find reason for humidity increase,parquet,true,true,true,false,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Show monthly profit trend,parquet,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
What is the minimum response time?,json,true,true,true,true,aggregation,direct_answer,min,kpi_card,false,true,false,false,false
Compare error count and response time,json,true,true,true,true,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
Which ad group has the highest impressions?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Break down cart value by category,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Rank regions by total sales,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Group temperature by machine,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Does this dataset have duplicate entries?,parquet,true,true,true,false,data_quality,data_quality_answer,duplicate_check,table,false,false,false,false,false
Group speed by device,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Break down impressions by ad group,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show top audiences by conversion rate,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the distribution of patient count?,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Check duplicates,json,true,true,true,true,data_quality,data_quality_answer,duplicate_check,table,false,false,false,false,false
Top 10 hospitals by length of stay,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Break down income by category,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Rank devices by total pressure,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show histogram of error count,json,true,true,true,true,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Show revenue by product,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show me the column names,excel,true,true,true,false,schema_question,direct_answer,list_columns,table,false,false,false,false,false
Show yearly response time trend,json,true,true,true,true,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Group balance by department,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Which school performed best?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Group attendance by student,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Predict next month attendance,csv,true,true,true,false,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
Detect unusual sales values,csv,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
Compare quantity across products,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Why did expense drop?,parquet,true,true,true,false,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Show top teachers by attendance,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Calculate total revenue,csv,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Find outliers in bonus,excel,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
Which product has the highest discount?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare revenue by campaign,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show humidity by sensor type,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Which location performed best?,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Calculate total revenue,csv,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Find reason for revenue increase,csv,true,true,true,false,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Forecast future orders,csv,true,true,true,false,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
Compare attrition rate across job roles,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show balance by account,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
What is the minimum bonus?,excel,true,true,true,false,aggregation,direct_answer,min,kpi_card,false,true,false,false,false
Calculate total review score,json,true,true,true,true,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Show profit trend over time,parquet,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Show yearly attrition rate trend,excel,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Show pressure by zone,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
What is the distribution of loss?,parquet,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Compare bonus across locations,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Rank classs by total grade,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Calculate average discount,csv,true,true,true,false,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
Explain score decline,csv,true,true,true,false,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Compare profit by product,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Calculate total response time,json,true,true,true,true,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Show monthly revenue trend,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Show yearly orders trend,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Which job role performed best?,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show top hospitals by patient count,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the lowest attendance value?,csv,true,true,true,false,aggregation,direct_answer,min,kpi_card,false,true,false,false,false
Show yearly error count trend,json,true,true,true,true,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Compare income across departments,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Rank departments by total performance score,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which hospital has the highest treatment cost?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Find outliers in score,csv,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
What is the maximum sales?,csv,true,true,true,false,aggregation,direct_answer,max,kpi_card,false,true,false,false,false
Show attendance by school,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show discount by customer,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show total error count,json,true,true,true,true,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Compare rating and review score,json,true,true,true,true,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
Rank vendors by total profit,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Analyze this dataset,parquet,true,true,true,false,summary_analysis,deep_analysis,full_dataset_analysis,multi_chart_dashboard,true,true,true,true,false
Rank status codes by total error count,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which status code has the highest request count?,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show monthly impressions trend,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Show discount trend over time,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Explain revenue decline,csv,true,true,true,false,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Show spread of profit,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Compare income across categorys,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show top devices by temperature,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
How many rows are there?,csv,true,true,true,false,schema_question,direct_answer,count_rows,kpi_card,false,false,false,false,false
Group revenue by country,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show spread of score,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Rank locations by total sensor value,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the lowest revenue value?,csv,true,true,true,false,aggregation,direct_answer,min,kpi_card,false,true,false,false,false
Show top services by request count,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare sentiment score across categorys,json,true,true,true,true,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show age by gender,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Forecast future treatment cost,csv,true,true,true,false,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
How large is this dataset?,csv,true,true,true,false,schema_question,direct_answer,count_rows,kpi_card,false,false,false,false,false
Show top doctors by treatment cost,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which country has the highest revenue?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Find outliers in temperature,parquet,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
Are there outliers in clicks?,csv,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
How has treatment cost changed over time?,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Why did income drop?,parquet,true,true,true,false,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Show top departments by expense,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show distribution of review score,json,true,true,true,true,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Explain request count decline,json,true,true,true,true,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Show total expense,parquet,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Break down pass rate by teacher,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
What is the total review score?,json,true,true,true,true,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Compare profit across accounts,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show attendance trend over time,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Show distribution of salary,excel,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
